tag,text,xpath
p,"Long-term use of this shampoo promotes hair health and vitality by reducing damage, breakage and hair loss, ultimately leading to stronger, healthier hair.",/html/body/main/section[7]/div/div/div[2]/ul/li[6]/div/div/div/p
p,Yes! Our shampoos are free of sulfates and parabens which means they’re gentle enough to be used on hair extensions.,/html/body/main/section[7]/div/div/div[2]/ul/li[7]/div/div/div/p
p,"This bar is suitable for all hair types, especially dry and damaged hair. It is also a great option for those with oily or high porosity hair. It helps to hydrate, reduce frizz, and strengthen hair.",/html/body/main/section[7]/div/div/div[2]/ul/li[8]/div/div/div/p
p,"Solid bars often last longer than traditional liquid shampoo and conditioners. With proper use and storage, a single bar can provide up to 100 uses!",/html/body/main/section[7]/div/div/div[2]/ul/li[9]/div/div/div/p
p,"Just like the rest of our products, our shampoo is free from harmful chemicals and is made with high-quality, nourishing ingredients like coconut oil to ensure the best care for your hair and scalp.",/html/body/main/section[7]/div/div/div[2]/ul/li[10]/div/div/div/p
h2,Our Story,/html/body/main/div[2]/div/div/div/div[2]/div/div[1]/h2
p,"Founded by Wisconsin native Cassandra Thurswell at the age of 25, Kitsch is a global beauty powerhouse built on positivity and pure hard work. The brand supports its growing community with easy, elevated beauty solutions that are totally reliable, truly special, and made as sustainably as possible. Beginning in 2010 with a business plan no longer than a paragraph, Kitsch now supplies a full range of beauty favorites in over 20,000 retail locations worldwide. A prominent entrepreneur featured in Forbes and Inc., Cassandra continues to create elevated, sustainable beauty solutions for every moment of the day.",/html/body/main/div[2]/div/div/div/div[2]/div/div[2]/p
h2,Try it Risk-Free,/html/body/section[2]/div/h2
h3,SHIPS SAME OR NEXT DAY,/html/body/section[2]/div/div/div/div[1]/h3
p,Efficient shipping: Same or next-day shipping for your convenience.,/html/body/section[2]/div/div/div/div[1]/div/p
h3,90 DAY RETURNS,/html/body/section[2]/div/div/div/div[2]/h3
p,Easy returns: Enjoy a generous 90-day return policy hassle-free.,/html/body/section[2]/div/div/div/div[2]/div/p
h3,FREE U.S. SHIPPING OVER $35,/html/body/section[2]/div/div/div/div[3]/h3
p,Free U.S. shipping: Orders over $35 qualify for complimentary shipping.,/html/body/section[2]/div/div/div/div[3]/div/p
p,Ingredients,/html/body/main/section[1]/section/div/div[2]/div/div[11]/div/div/div/div/div[5]/template/div/p
p,Shampoo,/html/body/main/section[1]/section/div/div[2]/div/div[11]/div/div/div/div/div[5]/template/div/div/p[1]
p,"Sodium Cocoyl Isethionate, Sodium Methyl Cocoyl Taurate, Vegetable Glycerin, Hydrogenated Castor Oil, Guar Hydroxypropyltrimonium Chloride, Natural Fragrance*, Iron Oxide**, Ultramarine**

*Natural fragrance derived from plants. **Natural color.

Free of parabens, phthalates, silicones, sulfates, & artificial fragrance

Fragrance: Sugared Amber & Shea",/html/body/main/section[1]/section/div/div[2]/div/div[11]/div/div/div/div/div[5]/template/div/div/p[2]
p,Conditioner,/html/body/main/section[1]/section/div/div[2]/div/div[11]/div/div/div/div/div[5]/template/div/div/p[3]
p,"Cetearyl Alcohol, Behentrimonium Chloride, Cocos Nucifera (Coconut) Oil, Ricinus Communis (Castor) Seed Oil, Helianthus Annuus (Sunflower) Seed Oil, Lauryl Laurate, Natural Fragrance*, Hydrogenated Ethylhexyl Olivate (and) Hydrogenated Olive Oil Unsaponifiables, Water, Panthenol, Hydrolyzed Quinoa, Pisum Sativum (Pea) Seed Extract, Hexanediol, Sodium Hyaluronate, Guar Hydroxypropyltrimonium Chloride, Iron Oxide (CI77491)**.

*Natural fragrance derived from plants. **Natural color.",/html/body/main/section[1]/section/div/div[2]/div/div[11]/div/div/div/div/div[5]/template/div/div/p[4]
p,LET'S CONNECT!,/html/body/div[7]/footer/div/div[2]/div/div[1]/p
p,Stay up-to-date with new products and promotions when you sign up for our emails.,/html/body/div[7]/footer/div/div[2]/div/div[1]/div/p
p,"By submitting this form and signing up for texts, you consent to receive marketing text messages (e.g. promos, cart reminders) from KITSCH at the number provided, including messages sent by autodialer. Consent is not a condition of purchase. Msg & data rates may apply. Msg frequency varies. Unsubscribe at any time by replying STOP or clicking the unsubscribe link (where available). Privacy Policy & Terms.",/html/body/div[7]/footer/div/div[2]/div/div[1]/div/div[1]/div/div/form/div/div[4]/div/div/p
a,Privacy Policy,/html/body/div[7]/footer/div/div[2]/div/div[1]/div/div[1]/div/div/form/div/div[4]/div/div/p/a[1]
a,Terms,/html/body/div[7]/footer/div/div[2]/div/div[1]/div/div[1]/div/div/form/div/div[4]/div/div/p/a[2]
p,ABOUT US,/html/body/div[7]/footer/div/div[2]/div/div[2]/p
a,Our Story,/html/body/div[7]/footer/div/div[2]/div/div[2]/ul/li[1]/a
a,Patents,/html/body/div[7]/footer/div/div[2]/div/div[2]/ul/li[2]/a
a,Careers,/html/body/div[7]/footer/div/div[2]/div/div[2]/ul/li[3]/a
a,Sustainability,/html/body/div[7]/footer/div/div[2]/div/div[2]/ul/li[4]/a
a,Kitsch Gives Back,/html/body/div[7]/footer/div/div[2]/div/div[2]/ul/li[5]/a
a,Do not sell or share my personal information,/html/body/div[7]/footer/div/div[2]/div/div[2]/ul/li[6]/a
p,Store,/html/body/div[7]/footer/div/div[2]/div/div[3]/p
a,Rewards,/html/body/div[4]/div[1]/div/div/div/div[1]/a[2]
a,Refer A Friend,/html/body/div[7]/footer/div/div[2]/div/div[3]/ul/li[2]/a
a,Ambassadors,/html/body/div[7]/footer/div/div[2]/div/div[3]/ul/li[3]/a
a,Wholesale,/html/body/div[7]/footer/div/div[2]/div/div[3]/ul/li[4]/a
a,Join the Community,/html/body/div[7]/footer/div/div[2]/div/div[3]/ul/li[5]/a
a,Offers & Promotions,/html/body/div[7]/footer/div/div[2]/div/div[3]/ul/li[6]/a
a,Hair Quiz,/html/body/div[4]/div[1]/div/div/div/div[1]/a[1]
a,Student Discount,/html/body/div[7]/footer/div/div[2]/div/div[3]/ul/li[8]/a
p,CUSTOMER SERVICE,/html/body/div[7]/footer/div/div[2]/div/div[4]/p
a,Contact Us,/html/body/div[7]/footer/div/div[2]/div/div[4]/ul/li[1]/a
a,My Account,/html/body/div[7]/footer/div/div[2]/div/div[4]/ul/li[2]/a
a,Track My Order,/html/body/div[7]/footer/div/div[2]/div/div[4]/ul/li[3]/a
a,Start a Return,/html/body/div[7]/footer/div/div[2]/div/div[4]/ul/li[4]/a
a,Do Not Sell or Share My Personal Information,/html/body/div[7]/footer/div/div[2]/div/div[4]/ul/li[5]/a
a,Manage Personal Information,/html/body/div[7]/footer/div/div[2]/div/div[4]/ul/li[6]/a
a,Twitter,/html/body/div[7]/footer/div/div[2]/div/div[5]/div[1]/ul[1]/li[1]/a
a,Facebook,/html/body/div[7]/footer/div/div[2]/div/div[5]/div[1]/ul[1]/li[2]/a
a,Pinterest,/html/body/div[7]/footer/div/div[2]/div/div[5]/div[1]/ul[1]/li[3]/a
a,Instagram,/html/body/div[7]/footer/div/div[2]/div/div[5]/div[1]/ul[1]/li[4]/a
a,TikTok,/html/body/div[7]/footer/div/div[2]/div/div[5]/div[1]/ul[1]/li[5]/a
a,Privacy Policy,/html/body/div[7]/footer/div/div[2]/div/div[1]/div/div[1]/div/div/form/div/div[4]/div/div/p/a[1]
a,Terms of Use,/html/body/div[7]/footer/div/div[2]/div/div[5]/div[1]/ul[2]/li[2]/a
a,CCPA Rights,/html/body/div[7]/footer/div/div[2]/div/div[5]/div[1]/ul[2]/li[3]/a
a,Accessibility,/html/body/div[7]/footer/div/div[2]/div/div[5]/div[1]/ul[2]/li[4]/a
a,Toggle Accessibility,/html/body/div[7]/footer/div/div[2]/div/div[5]/div[1]/ul[2]/li[5]/a[2]
p,KITSCH. All rights reserved,/html/body/div[7]/footer/div/div[3]/div/div/div[1]/div/p
p,Country/region,/html/body/div[7]/footer/div/div[3]/div/div/div[2]/noscript/form/div/p
h2,Country/region,/html/body/div[7]/footer/div/div[3]/div/div/div[2]/form/div/h2
h2,Login to your account,/html/body/div[9]/div/div/div/main/div[1]/h2
p,"Earn points, manage subscriptions and track orders",/html/body/div[9]/div/div/div/main/div[1]/div/div/p
h2,Welcome,/html/body/div[9]/div/div/div/main/div[2]/div[1]/div[1]/h2
a,my rewards,/html/body/div[9]/div/div/div/main/div[2]/div[1]/div[2]/a[1]
a,manage subscriptions,/html/body/div[9]/div/div/div/main/div[2]/div[1]/div[2]/a[2]
a,Manage Subscriptions,/html/body/div[9]/div/div/div/main/div[2]/div[1]/div[2]/a[3]
h2,Recently Viewed,/html/body/div[9]/div/div/div/main/div[2]/div[2]/h2
a,"Castor Oil Shampoo + Conditioner Combo


$28",/html/body/div[9]/div/div/div/main/div[2]/div[2]/div/div/div/a
h2,Popular Today,/html/body/div[9]/div/div/div/main/div[2]/div[3]/h2
a,"Rice Water Shampoo + Conditioner Combo


$28",/html/body/div[9]/div/div/div/main/div[2]/div[3]/div/div/div[1]/a
a,"Rosemary & Biotin Shampoo + Conditioner Combo


$28",/html/body/div[9]/div/div/div/main/div[2]/div[3]/div/div/div[2]/a
a,"Hair Wax Stick with Castor Oil


$14",/html/body/div[9]/div/div/div/main/div[2]/div[3]/div/div/div[3]/a
a,"Brightening Kojic Acid Solid Face & Body Wash


$15",/html/body/div[9]/div/div/div/main/div[2]/div[3]/div/div/div[4]/a
a,"Volumizing Rice Protein Dry Shampoo


$15",/html/body/div[9]/div/div/div/main/div[2]/div[3]/div/div/div[5]/a
a,"Kitsch Subscriptions



Manage your subscriptions",/html/body/div[9]/div/div/div/main/div[2]/div[4]/div/a
h2,Kitsch Subscriptions,/html/body/div[9]/div/div/div/main/div[2]/div[4]/div/a/h2
p,Manage your subscriptions,/html/body/div[9]/div/div/div/main/div[2]/div[4]/div/a/p
h2,Your Orders,/html/body/div[9]/div/div/div/main/div[3]/div/div[1]/h2
h2,Your Profile,/html/body/div[9]/div/div/div/main/div[5]/div/div[1]/h2
a,Personal Information,/html/body/div[9]/div/div/div/main/div[5]/div/div[2]/a[1]
a,Shipping Addresses,/html/body/div[9]/div/div/div/main/div[5]/div/div[2]/a[2]
a,Manage your Subscription,/html/body/div[9]/div/div/div/main/div[5]/div/div[2]/a[3]
a,Hair Quiz,/html/body/div[4]/div[1]/div/div/div/div[1]/a[1]
a,Help Center,/html/body/div[9]/div/div/div/main/div[5]/div/div[2]/a[5]
a,Contact Us,/html/body/div[7]/footer/div/div[2]/div/div[4]/ul/li[1]/a
a,Log out,/html/body/div[9]/div/div/div/main/div[5]/div/div[3]/a
h2,Edit Profile,/html/body/div[9]/div/div/div/main/div[6]/div/div[1]/h2
h2,Shipping Addresses,/html/body/div[9]/div/div/div/main/div[7]/div/div[1]/h2
a,Add Shipping Address,/html/body/div[9]/div/div/div/main/div[7]/div/div[3]/a
h2,Add a Shipping Address,/html/body/div[9]/div/div/div/main/div[8]/div/div[1]/h2
h2,Edit Shipping Address,/html/body/div[9]/div/div/div/main/div[9]/div/div[1]/h2
a,Home,/html/body/main/section[1]/section/div/div[2]/div/nav/ol/li[1]/a
a,Orders,/html/body/div[9]/div/div/div/footer/div/a[2]
a,Profile,/html/body/div[9]/div/div/div/footer/div/a[3]
h2,OrderEditing,/html/body/div[10]/div/h2
a,"CodeInspire
                ↗",/html/body/div[11]/div/div[3]/div[5]/div/a
